"temp1","location","extra","Sample.ID","Ret..Time","Area","Peak.Start","Peak.End","Conc.","study_id","stool_weight_g","susp_volume_uL","susp","std1","std2","std3","conc_mM","mmol_kg"
"2017-07-24",19,"lcd","P7-A01",20.845,53,20.508,21.175,0.00712,"2761650",0.16,1000,"PBS (pH 7.4)",0.252903197071295,0.137557729978164,0.164769672379267,0.250449038196973,1.56530648873108
"2017-07-24",20,"lcd","P7-A02",20.87,204,20.492,21.475,0.02723,"3349650",0.16,1000,"PBS (pH 7.4)",0.272928240182173,0.157531598715152,0.184703735991726,0.268017744800598,1.67511090500374
"2017-07-24",21,"lcd","P7-A03",20.871,-86,20.508,21.492,0,"3191650",0.18,1000,"PBS (pH 7.4)",0.234469548114924,0.119171188558023,0.1464197727625,0.227110078355973,1.26172265753318
"2017-07-24",22,"lcd","P7-A04",20.854,-242,20.475,21.492,0,"3197670",0.13,1000,"PBS (pH 7.4)",0.213781424106335,0.0985359334390163,0.125825640818502,0.203973297241031,1.56902536339255
"2017-07-24",23,"lcd","P7-A05",20.853,1332,20.542,21.475,0.17811,"2927650",0.14,1000,"PBS (pH 7.4)",0.422519290705819,0.306740366498741,0.333615151586786,0.410202383875278,2.93001702768056
"2017-07-24",26,"lcd","P7-A08",20.492,-1325,20.492,21.325,0,"3255650",0.1,1000,"PBS (pH 7.4)",0.0701581016620905,-0.0447203569063976,-0.0171451597927119,0.0554927665256878,0.554927665256878
"2017-07-24",27,"lcd","P7-A09",20.843,31,20.408,21.442,0.00411,"2379653",0.1,1000,"PBS (pH 7.4)",0.249985641121366,0.134647629897279,0.161865371720498,0.232807639449694,2.32807639449693
"2017-07-24",28,"lcd","P7-A10",20.811,517,20.358,21.442,0.06917,"2137650",0.1,1000,"PBS (pH 7.4)",0.314437104378894,0.19893438622957,0.226024013546029,0.294777067247094,2.94777067247094
"2017-07-24",29,"lcd","P7-A11",20.821,-261,20.508,21.258,0,"2453653",0.13,1000,"PBS (pH 7.4)",0.211261716695032,0.0960226651873424,0.123317381158656,0.189194664278666,1.45534357137436
"2017-07-24",30,"lcd","P7-A12",20.812,-772,20.442,21.392,0,"2297650",0.15,1000,"PBS (pH 7.4)",0.143494848948948,0.0284289769449541,0.0558583976754335,0.119012748522567,0.793418323483778
"2017-07-24",31,"lcd","P7-B01",20.542,-942,20.542,21.408,0,"2785650",0.15,1000,"PBS (pH 7.4)",0.120950098426768,0.0059418399562926,0.0334160744031284,0.0940332719762311,0.626888479841541
"2017-07-24",32,"lcd","P7-B02",20.845,-171,20.542,21.475,0,"3277650",0.15,1000,"PBS (pH 7.4)",0.223197172853834,0.107927620063693,0.135198611126347,0.193766648737202,1.29177765824801
"2017-07-24",33,"lcd","P7-B03",20.774,-499,20.525,21.308,0,"2857650",0.16,1000,"PBS (pH 7.4)",0.17969906596398,0.0645406734032163,0.0918981285774293,0.147846744617386,0.924042153858659
"2017-07-24",34,"lcd","P7-B04",20.727,582,20.425,21.475,0.07783,"3193650",0.17,1000,"PBS (pH 7.4)",0.32305715604914,0.207532409195822,0.234604901856028,0.288645529326875,1.69791487839338
"2017-07-24",35,"lcd","P7-B05",20.831,-233,20.575,21.308,0,"2591650",0.12,1000,"PBS (pH 7.4)",0.214974969722215,0.0997264289266513,0.127013763815271,0.178193520532142,1.48494600443451
"2017-07-24",36,"lcd","P7-B06",20.713,-810,20.358,21.458,0,"2307650",0.17,1000,"PBS (pH 7.4)",0.138455434126343,0.0234024404416062,0.0508418783557418,0.0992884575528159,0.584049750310682
"2017-07-24",37,"lcd","P7-B07",20.788,131,20.425,21.475,0.01756,"2945660",0.13,1000,"PBS (pH 7.4)",0.26324725907559,0.147875357537668,0.175066738351266,0.221516996817193,1.70397689859379
"2017-07-24",38,"lcd","P7-B08",20.826,-54,20.558,21.175,0,"2375650",0.07,1000,"PBS (pH 7.4)",0.238713265860276,0.123404061402948,0.150644210084346,0.194552293940448,2.77931848486354
"2017-07-24",39,"lcd","P7-B09",20.833,-21,20.575,21.208,0,"3379661",0.16,1000,"PBS (pH 7.4)",0.24308959978517,0.127769211524276,0.155000661072499,0.196470719424383,1.22794199640239
"2017-07-24",40,"lcd","P7-B10",20.843,1711,20.492,21.508,0.22881,"2287660",0.13,1000,"PBS (pH 7.4)",0.472780822752327,0.356873454255815,0.383648331117396,0.423458538285726,3.25737337142866
"2017-07-24",41,"lcd","P7-B11",20.805,903,20.458,21.508,0.12072,"3509661",0.1,1000,"PBS (pH 7.4)",0.365626949682198,0.249993414921471,0.276981288740792,0.313960902235916,3.13960902235916
"2017-07-24",42,"lcd","P7-B12",20.575,-419,20.558,21.275,0,"2389650",0.16,1000,"PBS (pH 7.4)",0.190308360327359,0.0751228555155276,0.102459221882043,0.136391741053736,0.852448381585848
"2017-07-24",43,"lcd","P7-C01",20.575,-1453,20.575,21.325,0,"2067650",0.13,1000,"PBS (pH 7.4)",0.0531832306806839,-0.0616518482860957,-0.0340429090800946,-0.00301265902646353,-0.0231743002035656
"2017-07-24",44,"lcd","P7-C02",20.525,-558,20.525,21.458,0,"3183650",0.12,1000,"PBS (pH 7.4)",0.171874711370988,0.0567363140953867,0.0841093222652764,0.113080636166425,0.942338634720212
"2017-07-24",45,"lcd","P7-C03",20.817,38,20.492,21.242,0.00504,"2811650",0.14,1000,"PBS (pH 7.4)",0.250913954378162,0.135573570832106,0.162789467384652,0.189562686534515,1.35401918953225
"2017-07-24",46,"lcd","P7-C04",20.792,807,20.325,21.458,0.10787,"2923650",0.14,1000,"PBS (pH 7.4)",0.352895796446143,0.237294796386698,0.264307976775256,0.288946307051556,2.0639021932254
"2017-07-24",47,"lcd","P7-C05",20.821,715,20.425,21.458,0.09566,"2387650",0.16,1000,"PBS (pH 7.4)",0.340695107928257,0.22512528695754,0.252162719474949,0.274303934179122,1.71439958861951
